"entryID";"content";"category";"gender";"variantOf";"feminineOf";"phonetic1";"phonetic2";"originatingEntry";"processStatus";"typeModif";"raisonModif";"destinataireModif";"dateModif";"commentaireModif"
"87679";"se rééprendre";"verb";NULL;NULL;NULL;"R e e p R a~ d R @";"R E/ E/ p R a~ d R @";"RE-, RÉ-, R-, préf.#vedette3:rééprendre (se), verbe pronom.";"0";NULL;NULL;NULL;NULL;NULL
"87685";"se rééteindre";"verb";NULL;NULL;NULL;"R e e t e~ d R @";"R E/ E/ t e~ d R @";"RE-, RÉ-, R-, préf.#vedette3:rééteindre (se), verbe pronom.";"0";NULL;NULL;NULL;NULL;NULL
"87703";"refile aller au";"functionWord";NULL;NULL;NULL;"a l e o R @ f i l @";"a l e o R @ f i l @";"REFILER, verbe#vedette2:Refile (aller au), loc. verb.,";"0";NULL;NULL;NULL;NULL;NULL
"87721";"se refortifier";"verb";NULL;NULL;NULL;"R @ f O R t i f j e";"R @ f O R t i f j e";"RE-, RÉ-, R-, préf.#vedette3:refortifier (se), verbe pronom.";"0";NULL;NULL;NULL;NULL;NULL
"87804";"se réinfester";"verb";NULL;NULL;NULL;"R e e~ f E s t e";"R E/ e~ f E s t e";"RE-, RÉ-, R-, préf.#vedette3:réinfester (se), verbe pronom. réfl.";"0";NULL;NULL;NULL;NULL;NULL
"87810";"se réintéresser";"verb";NULL;NULL;NULL;"R e e~ t e R e s e";"R E/ e~ t E/ R E/ s e";"RE-, RÉ-, R-, préf.#vedette3:réintéresser (se), verbe pronom.";"0";NULL;NULL;NULL;NULL;NULL
"87840";"se relisser";"verb";NULL;NULL;NULL;"R @ l i s e";"R @ l i s e";"RE-, RÉ-, R-, préf.#vedette3:relisser (se), verbe pronom. réfl.";"0";NULL;NULL;NULL;NULL;NULL
"87843";"se remaquiller";"verb";NULL;NULL;NULL;"R @ m a k i j e";"R @ m a k i j e";"RE-, RÉ-, R-, préf.#vedette3:remaquiller (se), verbe pronom. réfl.";"0";NULL;NULL;NULL;NULL;NULL
"87845";"se remasquer";"verb";NULL;NULL;NULL;"R @ m a s k e";"R @ m a s k e";"RE-, RÉ-, R-, préf.#vedette3:remasquer (se), verbe pronom. réfl.";"0";NULL;NULL;NULL;NULL;NULL
"87856";"se rembusquer";"verb";NULL;NULL;NULL;"R a~ b y s k e";"R a~ b y s k e";"RE-, RÉ-, R-, préf.#vedette3:rembusquer (se), verbe pronom. réfl.";"0";NULL;NULL;NULL;NULL;NULL
"87862";"se reminéraliser";"verb";NULL;NULL;NULL;"R @ m i n e R a l i z e";"R @ m i n E/ R a l i z e";"RE-, RÉ-, R-, préf.#vedette3:reminéraliser (se), verbe pronom.";"0";NULL;NULL;NULL;NULL;NULL
"87921";"se renrhumer";"verb";NULL;NULL;NULL;"R a~ R y m e";"R a~ R y m e";"RE-, RÉ-, R-, préf.#vedette3:renrhumer (se), verbe pronom.";"0";NULL;NULL;NULL;NULL;NULL
"87926";"se rentortiller";"verb";NULL;NULL;NULL;"R a~ t O R t i j e";"R a~ t O R t i j e";"RE-, RÉ-, R-, préf.#vedette3:rentortiller (se), verbe pronom. réfl.";"0";NULL;NULL;NULL;NULL;NULL
"87932";"se renvoler";"verb";NULL;NULL;NULL;"R a~ v O l e";"R a~ v O/ l e";"RE-, RÉ-, R-, préf.#vedette3:renvoler (se) réenvoler (se), verbe pronom.";"0";NULL;NULL;NULL;NULL;NULL
"87946";"se réoxyder";"verb";NULL;NULL;NULL;"R e O k s i d e";"R E/ O/ k s i d e";"RE-, RÉ-, R-, préf.#vedette3:réoxyder (se), verbe pronom.";"0";NULL;NULL;NULL;NULL;NULL
"87978";"se replisser";"verb";NULL;NULL;NULL;"R @ p l i s e";"R @ p l i s e";"RE-, RÉ-, R-, préf.#vedette3:replisser (se), verbe pronom.";"0";NULL;NULL;NULL;NULL;NULL
"87997";"se reprécipiter";"verb";NULL;NULL;NULL;"R @ p R e s i p i t e";"R @ p R E/ s i p i t e";"RE-, RÉ-, R-, préf.#vedette3:reprécipiter (se), verbe pronom. réfl.";"0";NULL;NULL;NULL;NULL;NULL
"88013";"repris de justice";"commonNoun";"masculine";NULL;NULL;"R @ p R i d @ Z y s t i s @";"R @ p R i d @ Z y s t i s @";"REPRIS DE JUSTICE, subst. masc.";"0";NULL;NULL;NULL;NULL;NULL
"88036";"se resalir";"verb";NULL;NULL;NULL;"R @ s a l i R";"R @ s a l i R";"RE-, RÉ-, R-, préf.#vedette3:resalir (se) verbe pronom.";"0";NULL;NULL;NULL;NULL;NULL
"88044";"se reséparer";"verb";NULL;NULL;NULL;"R @ z e p a R e";"R @ z E/ p a R e";"RE-, RÉ-, R-, préf.#vedette3:reséparer (se), verbe pronom. réciproque.";"0";NULL;NULL;NULL;NULL;NULL
"88134";"se retortiller";"verb";NULL;NULL;NULL;"R @ t O R t i j e";"R @ t O R t i j e";"RE-, RÉ-, R-, préf.#vedette3:retortiller (se), verbe pronom.";"0";NULL;NULL;NULL;NULL;NULL
"88226";"se revenger";"verb";NULL;NULL;NULL;"R @ v a~ Z e";"R @ v a~ Z e";"RE-, RÉ-, R-, préf.#vedette3:revenger (se), verbe pronom. réfl.";"0";NULL;NULL;NULL;NULL;NULL
"88311";"se rhinocéroser";"verb";NULL;NULL;NULL;"R i n O s e R o z e";"R i n O/ s E/ R O/ z e";"RHINOCÉROS, subst. masc.#vedette2:Rhinocéroser (se), verbe pronom.,";"0";NULL;NULL;NULL;NULL;NULL
"88495";"rock and roll";"commonNoun";"masculine";NULL;NULL;"R O k E n R O l";"R O k E n R O l";"ROCK2, ROCK AND ROLL, ROCK'N'ROLL, subst. masc. et adj. inv.";"0";NULL;NULL;NULL;NULL;NULL
"88496";"rock and roller";"verb";NULL;NULL;NULL;"R O k E n R O l e";"R O k E n R O l e";"ROCK2, ROCK AND ROLL, ROCK'N'ROLL, subst. masc. et adj. inv.#vedette2:Rock and roller, rock'n'roller, verbe intrans.";"0";NULL;NULL;NULL;NULL;NULL
"88497";"rock and roller";"commonNoun";"masculine";NULL;NULL;"R O k E n R O l 9 R";"R O k E n R O l 9 R";"ROCK2, ROCK AND ROLL, ROCK'N'ROLL, subst. masc. et adj. inv.#vedette2:Rocker, rockeur, rock and roller, subst. masc.";"0";NULL;NULL;NULL;NULL;NULL
"88623";"roule toujours";"commonNoun";"masculine";NULL;NULL;"R u l @ t u Z u R";"R u l @ t u Z u R";"ROULER, verbe#vedette2:Roule toujours, subst. masc.,";"0";NULL;NULL;NULL;NULL;NULL
"88683";"se ruinoter";"verb";NULL;NULL;NULL;"R H i n O t e";"R H i n O/ t e";"RUINER1 verbe trans.#vedette2:Ruinoter (se), verbe pronom.,";"0";NULL;NULL;NULL;NULL;NULL
"88807";"sainte nitouche";"commonNoun";"feminine";NULL;NULL;"s e~ t @ n i t u S @";"s e~ t @ n i t u S @";"NITOUCHE, voir SAINTE NITOUCHE.";"0";NULL;NULL;NULL;NULL;NULL
"88814";"saint-glinglin à la";"functionWord";NULL;NULL;NULL;"a l a s e~ g l e~ g l e~";"a l a s e~ g l e~ g l e~";"SAINT-GLINGLIN (À LA), loc. adv.";"0";NULL;NULL;NULL;NULL;NULL
"88880";"salvé regina";"commonNoun";"masculine";NULL;NULL;;;"SALVÉ (REGINA), (SALVE , SALVÉ )subst. masc.";"0";NULL;NULL;NULL;NULL;NULL
"88918";"sans desseine";"commonNoun";NULL;NULL;NULL;"s a~ d e s E n @";"s a~ d E/ s E n @";"SANS-, élém. de compos.#vedette3:sansdessein, sansdess(e)ine, (sans dessine, sans desseine)subst. et adj.,";"0";NULL;NULL;NULL;NULL;NULL
"88919";"sans desseine";"adjective";NULL;NULL;NULL;"s a~ d e s E n @";"s a~ d E/ s E n @";"SANS-, élém. de compos.#vedette3:sansdessein, sansdess(e)ine, (sans dessine, sans desseine)subst. et adj.,";"0";NULL;NULL;NULL;NULL;NULL
"88922";"sans dessine";"commonNoun";NULL;NULL;NULL;"s a~ d e s i n @";"s a~ d E/ s i n @";"SANS-, élém. de compos.#vedette3:sansdessein, sansdess(e)ine, (sans dessine, sans desseine)subst. et adj.,";"0";NULL;NULL;NULL;NULL;NULL
"88923";"sans dessine";"adjective";NULL;NULL;NULL;"s a~ d e s i n @";"s a~ d E/ s i n @";"SANS-, élém. de compos.#vedette3:sansdessein, sansdess(e)ine, (sans dessine, sans desseine)subst. et adj.,";"0";NULL;NULL;NULL;NULL;NULL
"88928";"sans encombre";"functionWord";NULL;NULL;NULL;"s a~ z a~ k o~ b R @";"s a~ z a~ k o~ b R @";"ENCOMBRE, subst. masc., SANS ENCOMBRE, loc. adv.";"0";NULL;NULL;NULL;NULL;NULL
"89111";"sauvette à la";"functionWord";NULL;NULL;NULL;"a l a s o v E t @";"a l a s O/ v E t @";"SAUVETTE (À LA), loc. adv.";"0";NULL;NULL;NULL;NULL;NULL
"89341";"sedia gestatoria";"commonNoun";"feminine";NULL;NULL;"s e d j a Z E s t a t O R j a";"s e d j a Z E s t a t O/ R j a";"SEDIA GESTATORIA, subst. fém.";"0";NULL;NULL;NULL;NULL;NULL
"89361";"se frotti-frotter";"verb";NULL;NULL;NULL;"f R O t i f R O t e";"f R O/ t i f R O/ t e";"FROTTI-FROTTA, subst. masc.#vedette2:Se frotti-frotter, verbe pronom.";"0";NULL;NULL;NULL;NULL;NULL
"89362";"se glauquer";"verb";NULL;NULL;NULL;"g l o k e";"g l O/ k e";"GLAUQUE, adj.#vedette2:Se glauquer, verbe pronom.";"0";NULL;NULL;NULL;NULL;NULL
"89554";"semper virens";"adjective";NULL;NULL;NULL;"s E m p E R v i R e~ s";"s E m p E R v i R e~ s";"SEMPER VIRENS, SEMPERVIRENS, adj. inv.";"0";NULL;NULL;NULL;NULL;NULL
"89590";"sent-y bon";"commonNoun";"masculine";NULL;NULL;"s a~ t i b o~";"s a~ t i b o~";"SENT-BON, subst. masc. inv.#vedette2:Senti-bon, sent-y bon, subst. masc.,";"0";NULL;NULL;NULL;NULL;NULL
"89745";"se serviliser";"verb";NULL;NULL;NULL;"s E R v i l i z e";"s E R v i l i z e";"SERVILE, adj.#vedette2:Serviliser (se), verbe pronom.,";"0";NULL;NULL;NULL;NULL;NULL
"89800";"se hommasser";"verb";NULL;NULL;NULL;"O m a s e";"O/ m a s e";"HOMMASSE, adj.#vedette2:S'hommasser, verbe pronom.";"0";NULL;NULL;NULL;NULL;NULL
"89901";"s'il te";"functionWord";NULL;NULL;NULL;"s i l t @";"s i l t @";"S'IL TE/VOUS PLAÎT, loc. interj.";"0";NULL;NULL;NULL;NULL;NULL
"89911";"simili-bœuf gras";"commonNoun";"masculine";NULL;NULL;"s i m i l i b 9 f g R a";"s i m i l i b 9 f g R a";"SIMILI-, élém. formant#vedette3:simili-bœuf gras, subst. masc.";"0";NULL;NULL;NULL;NULL;NULL
"89967";"simili-secrétaire d'état";"commonNoun";"masculine";NULL;NULL;"s i m i l i s @ k R e t E R d e t a";"s i m i l i s @ k R E/ t E R d e t a";"SIMILI-, élém. formant#vedette3:simili-secrétaire d'État, subst. masc.";"0";NULL;NULL;NULL;NULL;NULL
"89981";"sine die";"functionWord";NULL;NULL;NULL;"s i n e d j e";"s i n e d j e";"SINE DIE, loc. adv.";"0";NULL;NULL;NULL;NULL;NULL
"89982";"sine qua non";"functionWord";NULL;NULL;NULL;"s i n e k w a n o n";"s i n e k w a n o n";"SINE QUA NON, loc. adj. inv.";"0";NULL;NULL;NULL;NULL;NULL
"90064";"six-quatre-deux à la";"functionWord";NULL;NULL;NULL;"a l a s i s k a t R @ d 2";"a l a s i s k a t R @ d 2";"SIX(-)QUATRE(-)DEUX (À LA), (SIX QUATRE DEUX , SIX-QUATRE-DEUX )loc. adv.";"1";NULL;NULL;NULL;NULL;NULL
"90163";"soda water";"commonNoun";"masculine";NULL;NULL;"s O d a w a t E R";"s O/ d a w a t E R";"SODA, SODA WATER, subst. masc.";"0";NULL;NULL;NULL;NULL;NULL
"90681";"se sous-venter";"verb";NULL;NULL;NULL;"s u v a~ t e";"s u v a~ t e";"SOUS-, préf.#vedette3:sous-venter (se), verbe pronom. réfl.";"0";NULL;NULL;NULL;NULL;NULL
"90700";"souventes fois";"functionWord";NULL;NULL;NULL;"s u v a~ t @ f w a";"s u v a~ t @ f w a";"SOUVENTEFOIS, SOUVENTES FOIS, adv.";"0";NULL;NULL;NULL;NULL;NULL
"90917";"stabat mater";"commonNoun";"masculine";NULL;NULL;"s t a b a t m a t E R";"s t a b a t m a t E R";"STABAT, STABAT MATER, subst. masc.";"0";NULL;NULL;NULL;NULL;NULL
"90980";"statu quo";"commonNoun";"masculine";NULL;NULL;"s t a t y k o";"s t a t y k o";"STATU QUO, subst. masc. inv.";"0";NULL;NULL;NULL;NULL;NULL
"91148";"stricto sensu";"functionWord";NULL;NULL;NULL;"s t R i k t o s a~ s y";"s t R i k t o s a~ s y";"STRICTO SENSU, adv.";"0";NULL;NULL;NULL;NULL;NULL
"91179";"stylo à bille";"commonNoun";"masculine";NULL;NULL;"s t i l o a b i j @";"s t i l o a b i j @";"STYLOGRAPHE, STYLO, subst. masc.#vedette2:Stylo à bille, stylobille, stylo-bille, subst. masc.";"0";NULL;NULL;NULL;NULL;NULL
"91198";"suave mari magno";"functionWord";NULL;NULL;NULL;"s y a v @ m a R i m a J o";"s y a v @ m a R i m a J o";"SUAVE, adj.#vedette2:Suave mari magno, loc. subst.";"0";NULL;NULL;NULL;NULL;NULL
"91220";"se subdivisionner";"verb";NULL;NULL;NULL;"s y b d i v i z j O n e";"s y b d i v i z j O/ n e";"SUBDIVISION, subst. fém.#vedette2:Subdivisionner (se), verbe pronom.,";"0";NULL;NULL;NULL;NULL;NULL
"91328";"sui generis";"functionWord";NULL;NULL;NULL;"s u i Z E n E R i s";"s u i Z E/ n E/ R i s";"SUI GENERIS, loc. adj. inv. et adv.";"0";NULL;NULL;NULL;NULL;NULL
"91336";"suivez-moi jeune homme";"commonNoun";"masculine";NULL;NULL;"s u i v e m w a Z 9 n @ O m @";"s u i v e m w a Z 9 n @ O m @";"SUIVEZ-MOI(-)JEUNE(-)HOMME, (SUIVEZ-MOI JEUNE HOMME, SUIVEZ-MOI-JEUNE-HOMME)subst. masc.";"1";NULL;NULL;NULL;NULL;NULL
"91675";"se surficher";"verb";NULL;NULL;NULL;"s y R f i S e";"s y R f i S e";"SUR-, préf.#vedette3:surficher (se), verbe pronom.";"0";NULL;NULL;NULL;NULL;NULL
"91803";"se susceptibiliser";"verb";NULL;NULL;NULL;"s y s E p t i b i l i z e";"s y s E p t i b i l i z e";"SUSCEPTIBLE, adj.#vedette2:Susceptibiliser (se), verbe pronom.,";"0";NULL;NULL;NULL;NULL;NULL
"92336";"tandis que";"functionWord";NULL;NULL;NULL;"t a~ d i k @";"t a~ d i k @";"TANDIS (QUE), adv., prép. et loc. conj.";"0";NULL;NULL;NULL;NULL;NULL
"92347";"tantet un";"functionWord";NULL;NULL;NULL;"9~ t a~ t E";"9~ t a~ t E/";"TANT, adv. et nom.#vedette2:Tantet (un), loc. adv.,";"0";NULL;NULL;NULL;NULL;NULL
"92358";"tapinois en";"functionWord";NULL;NULL;NULL;"a~ t a p i n w a";"a~ t a p i n w a";"TAPINOIS (EN), loc. adv.";"0";NULL;NULL;NULL;NULL;NULL
"92429";"tâtons à";"functionWord";NULL;NULL;NULL;"a t a t o~";"a t a t o~";"TÂTONS (À), loc. adv.";"0";NULL;NULL;NULL;NULL;NULL
"92511";"te deum";"commonNoun";"masculine";NULL;NULL;"t e d e O m";"t e d e O m";"TE DEUM, subst. masc. inv.";"0";NULL;NULL;NULL;NULL;NULL
"92625";"tempera a";"functionWord";NULL;NULL;NULL;"a t E m p e R a";"a t E m p e R a";"TEMPERA, subst. fém.;TEMPERA (A), loc. adj. et adv.";"0";NULL;NULL;NULL;NULL;NULL
"92637";"tende de tranche";"commonNoun";NULL;NULL;NULL;"t a~ d @ d @ t R a~ S @";"t a~ d @ d @ t R a~ S @";"TENDRE1 verbe trans.#vedette2:Tende de tranche, subst.,";"0";NULL;NULL;NULL;NULL;NULL
"92731";"terminus ad quem";"commonNoun";"masculine";NULL;NULL;"t E R m i n y s a d k w E m";"t E R m i n y s a d k w E m";"TERMINUS AD QUEM, subst. masc.";"0";NULL;NULL;NULL;NULL;NULL
"92732";"terminus a quo";"commonNoun";"masculine";NULL;NULL;"t E R m i n y s a k o";"t E R m i n y s a k o";"TERMINUS A QUO, subst. masc.";"0";NULL;NULL;NULL;NULL;NULL
"92738";"terra incognita";"commonNoun";"feminine";NULL;NULL;"t E R a e~ k O J i t a";"t E/ R a e~ k O/ J i t a";"TERRE, subst. fém.#vedette2:Terra incognita, subst. fém. inv.";"0";NULL;NULL;NULL;NULL;NULL
"92743";"terra rossa";"commonNoun";"feminine";NULL;NULL;"t E R a R O s a";"t E/ R a R O/ s a";"TERRE, subst. fém.#vedette2:Terra rossa, subst. fém. inv.,";"0";NULL;NULL;NULL;NULL;NULL
"92775";"terza rima";"commonNoun";"feminine";NULL;NULL;"t E R z a R i m a";"t E R z a R i m a";"TERZA RIMA, TERZARIMA, subst. fém.";"0";NULL;NULL;NULL;NULL;NULL
"92793";"tête de clou";"commonNoun";"feminine";NULL;NULL;"t E t @ d @ k l u";"t E t @ d @ k l u";"TÊTE DE CLOU, subst. fém.";"0";NULL;NULL;NULL;NULL;NULL
"93156";"tiens-toi bien";"commonNoun";"masculine";NULL;NULL;"t j e~ t w a b j e~";"t j e~ t w a b j e~";"TENIR, verbe#vedette2:Tiens-toi bien, subst. masc.,";"0";NULL;NULL;NULL;NULL;NULL
"93218";"tire-d'aile à";"commonNoun";"masculine";NULL;NULL;"a t i R @ d E l @";"a t i R @ d E l @";"TIRE-D'AILE (À), subst. masc. et loc. adv.";"0";NULL;NULL;NULL;NULL;NULL
"93219";"tire-d'aile à";"functionWord";NULL;NULL;NULL;"a t i R @ d E l @";"a t i R @ d E l @";"TIRE-D'AILE (À), subst. masc. et loc. adv.";"0";NULL;NULL;NULL;NULL;NULL
"93386";"se torsionner";"verb";NULL;NULL;NULL;"t O R s j O n e";"t O R s j O/ n e";"TORSION, subst. fém.#vedette2:Torsionner (se), verbe pronom. réfl.";"0";NULL;NULL;NULL;NULL;NULL
"93403";"touche-touche à";"functionWord";NULL;NULL;NULL;"a t u S @ t u S @";"a t u S @ t u S @";"TOUCHER1 verbe trans.#vedette2:Touche-touche (à), loc. adv.,";"0";NULL;NULL;NULL;NULL;NULL
"93405";"se touffer";"verb";NULL;NULL;NULL;"t u f e";"t u f e";"TOUFFE1 subst. fém.#vedette2:Touffer (se), verbe intrans. et pronom.";"0";NULL;NULL;NULL;NULL;NULL
"93407";"touffer se";"functionWord";NULL;NULL;NULL;;;"TOUFFE1 subst. fém.#vedette2:Touffer (se), verbe intrans. et pronom.";"0";NULL;NULL;NULL;NULL;NULL
"93439";"tournemain en un";"functionWord";NULL;NULL;NULL;"a~ n 9~ t u R n @ m e~";"a~ n 9~ t u R n @ m e~";"TOURNEMAIN (EN UN), loc. adv.";"0";NULL;NULL;NULL;NULL;NULL
"93465";"tout-va à";"functionWord";NULL;NULL;NULL;"a t u v a";"a t u v a";"TOUT(-)VA (À), (TOUT VA , TOUT-VA )loc. adv. et adj.";"1";NULL;NULL;NULL;NULL;NULL
"93466";"tout-va à";"adjective";NULL;NULL;NULL;"a t u v a";"a t u v a";"TOUT(-)VA (À), (TOUT VA , TOUT-VA )loc. adv. et adj.";"1";NULL;NULL;NULL;NULL;NULL
"93600";"trait d'union";"commonNoun";"masculine";NULL;NULL;"t R E d y n j o~";"t R E/ d y n j o~";"TRAIT D'UNION, subst. masc.";"0";NULL;NULL;NULL;NULL;NULL
"93683";"se transsubstantialiser";"verb";NULL;NULL;NULL;"t R a~ s s y p s t a~ s j a l i z e";"t R a~ s s y p s t a~ s j a l i z e";"TRANSSUBSTANTIER, verbe trans.#vedette2:Transsubstantialiser (se), verbe pronom.,";"0";NULL;NULL;NULL;NULL;NULL
"93706";"traveller's chèque";"commonNoun";"masculine";NULL;NULL;"t R a v l 9 R s S E k";"t R a v l 9 R s S E k";"TRAVELLER'S CHÈQUE, TRAVELLER, subst. masc.";"0";NULL;NULL;NULL;NULL;NULL
"93741";"trente-six mille";"functionWord";NULL;NULL;NULL;"t R a~ t @ s i m i l @";"t R a~ t @ s i m i l @";"TRENTE-SIX, TRENTE-SIX MILLE, adj. numéral cardinal inv.";"0";NULL;NULL;NULL;NULL;NULL
"93752";"trésorier-payeur général";"commonNoun";"masculine";NULL;NULL;"t R e z O R j e p E j 9 R Z e n e R a l";"t R E/ z O/ R j e p E/ j 9 R Z E/ n E/ R a l";"TRÉSORIER, -IÈRE, subst. et adj.#vedette2:Trésorier(-)payeur (général), (Trésorier payeur , Trésorier-payeur )subst. masc.,";"1";NULL;NULL;NULL;NULL;NULL
"94133";"tue-tête à";"functionWord";NULL;NULL;NULL;"a t y t E t @";"a t y t E t @";"TUE-TÊTE (À), loc. adv.";"0";NULL;NULL;NULL;NULL;NULL
"94211";"tutti quanti";"functionWord";NULL;NULL;NULL;"t u t i k w a~ t i";"t u t i k w a~ t i";"TUTTI QUANTI, loc. adv.";"0";NULL;NULL;NULL;NULL;NULL
"94306";"ultima ratio";"commonNoun";"feminine";NULL;NULL;"y l t i m a R a s j o";"y l t i m a R a s j o";"ULTIMA RATIO, subst. fém.";"0";NULL;NULL;NULL;NULL;NULL
"94323";"se ultra-condenser";"verb";NULL;NULL;NULL;"y l t R a k o~ d a~ s e";"y l t R a k o~ d a~ s e";"ULTRA-, élém. formant#vedette3:ultra-condenser (s'), verbe pronom.";"0";NULL;NULL;NULL;NULL;NULL
"94369";"ultra-léger motorisé";"commonNoun";"masculine";NULL;NULL;"y l t R a l e Z e m O t O R i z e";"y l t R a l E/ Z e m O/ t O/ R i z e";"ULTRA-, élém. formant#vedette3:ultra-léger(-)motorisé(ultra-léger motorisé, ultra-léger-motorisé), subst. masc. (abrév. ULM).";"0";NULL;NULL;NULL;NULL;NULL
"94453";"un bâbordais";"commonNoun";"masculine";NULL;NULL;"9~ b a b O R d E";"9~ b a b O R d E/";"-AIS, -AISE, -OIS, -OISE, suff.#vedette3:un bâbordais, subst. masc.";"0";NULL;NULL;NULL;NULL;NULL
"94454";"un banquais";"commonNoun";"masculine";NULL;NULL;"9~ b a~ k E";"9~ b a~ k E/";"-AIS, -AISE, -OIS, -OISE, suff.#vedette3:un banquais, subst. masc.";"0";NULL;NULL;NULL;NULL;NULL
"94459";"un congolais";"commonNoun";"masculine";NULL;NULL;"9~ k o~ g O l E";"9~ k o~ g O/ l E/";"-AIS, -AISE, -OIS, -OISE, suff.#vedette3:un congolais, subst. masc.";"0";NULL;NULL;NULL;NULL;NULL
"94460";"un danois";"commonNoun";"masculine";NULL;NULL;"9~ d a n w a";"9~ d a n w a";"-AIS, -AISE, -OIS, -OISE, suff.#vedette3:un danois, (chien danois ➛ danois)subst. masc.";"0";NULL;NULL;NULL;NULL;NULL
"94463";"une anglaise";"commonNoun";"feminine";NULL;NULL;"y n @ a~ g l E z @";"y n @ a~ g l E z @";"-AIS, -AISE, -OIS, -OISE, suff.#vedette3:une anglaise, subst. fém.";"0";NULL;NULL;NULL;NULL;NULL
"94464";"une aragonaise";"commonNoun";"feminine";NULL;NULL;"y n @ a R a g O n E z @";"y n @ a R a g O/ n E z @";"-AIS, -AISE, -OIS, -OISE, suff.#vedette3:une aragonaise, subst. fém.";"0";NULL;NULL;NULL;NULL;NULL
"94465";"une bavaroise";"commonNoun";"feminine";NULL;NULL;"y n @ b a v a R w a z @";"y n @ b a v a R w a z @";"-AIS, -AISE, -OIS, -OISE, suff.#vedette3:une bavaroise, subst. fém.";"0";NULL;NULL;NULL;NULL;NULL
"94466";"une bordelaise";"commonNoun";"feminine";NULL;NULL;"y n @ b O R d @ l E z @";"y n @ b O R d @ l E z @";"-AIS, -AISE, -OIS, -OISE, suff.#vedette3:une bordelaise, subst. fém.";"0";NULL;NULL;NULL;NULL;NULL
"94467";"une génoise";"commonNoun";"feminine";NULL;NULL;"y n @ Z e n w a z @";"y n @ Z E/ n w a z @";"-AIS, -AISE, -OIS, -OISE, suff.#vedette3:une génoise, subst. fém.";"0";NULL;NULL;NULL;NULL;NULL
"94468";"une polonaise";"commonNoun";"feminine";NULL;NULL;"y n @ p O l O n E z @";"y n @ p O/ l O/ n E z @";"-AIS, -AISE, -OIS, -OISE, suff.#vedette3:une polonaise, subst. fém. / -AIS, -AISE, -OIS, -OISE, suff.#vedette3:une polonaise, su";"0";NULL;NULL;NULL;NULL;NULL
"94469";"une portugaise";"commonNoun";"feminine";NULL;NULL;"y n @ p O R t y g E z @";"y n @ p O R t y g E z @";"-AIS, -AISE, -OIS, -OISE, suff.#vedette3:une portugaise, subst. fém.";"0";NULL;NULL;NULL;NULL;NULL
"94470";"une siamoise";"commonNoun";"feminine";NULL;NULL;"y n @ s j a m w a z @";"y n @ s j a m w a z @";"-AIS, -AISE, -OIS, -OISE, suff.#vedette3:une siamoise, subst. fém.";"0";NULL;NULL;NULL;NULL;NULL
"94471";"un havanais";"commonNoun";"masculine";NULL;NULL;"9~ a v a n E";"9~ a v a n E/";"-AIS, -AISE, -OIS, -OISE, suff.#vedette3:un havanais, subst. masc.";"0";NULL;NULL;NULL;NULL;NULL
"94542";"un lillois";"commonNoun";"masculine";NULL;NULL;"9~ l i l w a";"9~ l i l w a";"-AIS, -AISE, -OIS, -OISE, suff.#vedette3:un lillois, subst. masc.";"0";NULL;NULL;NULL;NULL;NULL
"94543";"un malinois";"commonNoun";"masculine";NULL;NULL;"9~ m a l i n w a";"9~ m a l i n w a";"-AIS, -AISE, -OIS, -OISE, suff.#vedette3:un malinois, subst. masc.";"0";NULL;NULL;NULL;NULL;NULL
"94544";"un pékinois";"commonNoun";"masculine";NULL;NULL;"9~ p e k i n w a";"9~ p E/ k i n w a";"-AIS, -AISE, -OIS, -OISE, suff.#vedette3:un pékinois, subst. masc.";"0";NULL;NULL;NULL;NULL;NULL
"94546";"un tribordais";"commonNoun";"masculine";NULL;NULL;"9~ t R i b O R d E";"9~ t R i b O R d E/";"-AIS, -AISE, -OIS, -OISE, suff.#vedette3:un tribordais, subst. masc.";"0";NULL;NULL;NULL;NULL;NULL
"94548";"up to date";"functionWord";NULL;NULL;NULL;"9 p t u d E t @";"9 p t u d E t @";"UP TO DATE, loc. adj.";"0";NULL;NULL;NULL;NULL;NULL
"94582";"urbi et orbi";"functionWord";NULL;NULL;NULL;"u R b i E t O R b i";"u R b i E/ t O R b i";"URBI ET ORBI, loc. adj. et adv.";"0";NULL;NULL;NULL;NULL;NULL
"94730";"vacillant -ante";"adjective";NULL;NULL;NULL;"v a s i j a~ a~ t @";"v a s i j a~ a~ t @";"VACILLANT -ANTE, part. prés. et adj.";"0";NULL;NULL;NULL;NULL;NULL
"94736";"vade retro";"functionWord";NULL;NULL;NULL;"v a d @ R e t R o";"v a d @ R e t R o";"VADE RETRO (SATANAS ou SATANA), loc. interj.";"0";NULL;NULL;NULL;NULL;NULL
"94737";"vade retro satanas ou satana";"functionWord";NULL;NULL;NULL;"v a d e R e t R o s a t a n a s u s a t a n a";"v a d e R e t R o s a t a n a s u s a t a n a";"VADE RETRO (SATANAS ou SATANA), loc. interj.";"0";NULL;NULL;NULL;NULL;NULL
"94754";"vain en";"functionWord";NULL;NULL;NULL;"a~ v e~";"a~ v e~";"VAIN (EN), loc. adv.";"0";NULL;NULL;NULL;NULL;NULL
"94784";"vanvole à la";"functionWord";NULL;NULL;NULL;"a l a v a~ v O l @";"a l a v a~ v O l @";"VENVOLE, VANVOLE (À LA), loc. adv. / VANVOLE (à la), voir VENVOLE (à la).";"0";NULL;NULL;NULL;NULL;NULL
